,标题,up主,频道,标签,播放量,粉丝数,点赞,硬币,收藏,分享,弹幕,评论,时间,点赞率,投币率,收藏率,分享率,期数,发布时间,爬取时间
3802,帅小伙自制学校门口炸串，一次吃爽，味道比学校门口卖的还好吃！,记录生活的蛋黄派,美食纪 小吃 烹饪 家常菜 厨艺 美食 搞笑,美食 美食制作,2351659,6753991,247551,54069,18837,3892,18261,2215,363,0.105266537,0.022991854,0.00801009,0.001655002,138,2021/11/9 17:30,2021/11/24 20:30
3803,看完10月新番，谢谢，我全家泪腺炸了！【泛式】,泛式,动漫杂谈大会 国王排名 动漫杂谈,动画 综合,2615598,4255840,215140,74766,39292,5641,13827,8569,456.05,0.082252701,0.028584668,0.015022186,0.002156677,138,2021/11/5 20:27,2021/11/24 20:30
3804,蹭饭蹭到最贵夜宵！重达15斤的百年大波龙，光钳子就比头还大……,二喵的饭,秋冬厨房大作战 厨艺 美食 搞笑,美食 美食制作,2735727,4292770,386703,199140,30541,2492,16278,3514,435.5,0.14135292,0.072792351,0.01116376,0.00091091,138,2021/11/6 17:00,2021/11/24 20:30
3805,全国哪个地方的辣椒最辣?  小伙一次性全买了.人生中第一次被辣哭！,东尼ookii,原来家电还可以这样 美食,生活 日常,2212751,4376990,174479,24621,10230,3155,21621,4117,338.05,0.07885162,0.011126873,0.004623204,0.001425827,138,2021/11/10 18:28,2021/11/24 20:31
3806,《 让 搁 这 飞 》,KILLLER绅士,葛优 姜文 让子弹飞 搞笑,生活 搞笑,3502373,544510,280572,176425,98872,66310,3697,3523,408.5333333,0.080109115,0.05037299,0.028230003,0.018932878,138,2021/11/7 19:59,2021/11/24 20:31
3807,世界上最辣的六种泡面？小伙辣崩溃了！,贤宝宝Baby,原来家电还可以这样 泡面 街头美食 探店 美食 搞笑,美食 美食侦探,2719660,5183076,202516,13544,10897,3077,25418,2514,416.35,0.07446372,0.004980034,0.004006751,0.001131391,138,2021/11/7 12:10,2021/11/24 20:31
3808,漠叔无偿帮助村民解决问题，消灭泛滥食物，不求报答,大漠叔叔,农村 美食 搞笑,美食 田园美食,2240123,4734837,199306,43429,8965,3352,10294,2716,314.5166667,0.088971007,0.019386882,0.004002012,0.001496346,138,2021/11/11 18:00,2021/11/24 20:31
3809,关于我莫名其妙上热搜第一，又被当地政府请去喝茶这件事,盗月社食遇记,搞笑,生活 日常,6721526,6297197,792387,497812,109182,11767,34785,10139,242.5166667,0.117887962,0.074062348,0.016243633,0.001750644,139,2021/11/14 18:00,2021/11/24 20:31
3810,反 向 带 货,结城梨斗_,鬼畜星探企划 说唱 鬼畜调教 鬼畜 搞笑,鬼畜 鬼畜调教,8452411,37116,548436,294063,251509,266566,9621,9935,289.85,0.064885155,0.034790428,0.029755889,0.031537274,139,2021/11/12 18:40,2021/11/24 20:31
3811,因为嗓子咳哑了所以我斗胆尝试了一下…,Uki----,翻唱,音乐 翻唱,5726770,128164,820351,294244,364817,48643,15561,14172,286.8166667,0.143248463,0.051380447,0.063703798,0.008493968,139,2021/11/12 21:42,2021/11/24 20:31
3812,【老番茄】史上最快枪手,老番茄,万物皆可游戏 STEAM 搞笑,游戏 单机游戏,4881517,16534585,748865,691561,264701,18462,40925,9632,272.5333333,0.153408254,0.14166928,0.054225152,0.003782021,139,2021/11/13 12:00,2021/11/24 20:32
3813,51集三体影视化全集 330分钟超长大合集【科幻视界/三体电影】,科幻视界,冬日电影游园会·老片N刷 刘慈欣 三体 宇宙 小说 科幻,影视 影视杂谈,2721032,161180,114972,107490,163630,15724,18349,3350,172.15,0.042253086,0.039503394,0.060135272,0.00577869,139,2021/11/17 16:23,2021/11/24 20:32
3814,为什么会有小组作业这种东西！！！,小透明阿九,配音 搞笑,生活 搞笑,3404341,864620,237842,111483,68828,105509,4096,10360,240,0.069864329,0.032747307,0.020217716,0.030992489,139,2021/11/14 20:32,2021/11/24 20:32
3815,【冯巩x波吉】世界上的另一个我,米蛙的电娃,国王排名,动画 综合,1775472,4031,113229,37811,29975,79242,1808,2429,275.4333333,0.063774027,0.021296309,0.016882835,0.044631512,139,2021/11/13 9:06,2021/11/24 20:32
3816,干净又卫生！爆改绵羊A货工厂，特别奖励芦荟汁一杯！,影视飓风,定格身边的小美好 家居 摄影 美食 搞笑,生活 日常,3410177,3498729,467045,377564,73789,5011,19277,3518,288.0333333,0.136956234,0.110716834,0.02163788,0.001469425,139,2021/11/12 20:30,2021/11/24 20:32
3817,小伙不远万里来到拉萨，竟然就只为了吃一顿火锅？,拜托了小翔哥,星级探店日记 探店 美食,美食 美食侦探,2855296,4366466,379628,381106,72025,11200,22838,6347,200.5333333,0.132955743,0.133473377,0.025225055,0.003922536,139,2021/11/16 12:00,2021/11/24 20:32
3818,肛肠手术！？我的最爱！！！,逗比的雀巢,搞笑,生活 搞笑,4746000,4247653,491437,172936,71753,12160,5223,8460,268.3666667,0.103547619,0.036438264,0.015118626,0.002562158,139,2021/11/13 16:10,2021/11/24 20:32
3819,改造耗时两个月，打造世界上第一张无障碍电竞护理床！「桌面改造计划vol.5」,字幕君GOUBA,英雄联盟S11 英雄联盟,游戏 电子竞技,3254821,192770,433912,435520,100223,15989,22323,5980,271.9333333,0.133313629,0.133807666,0.03079217,0.004912405,139,2021/11/13 12:36,2021/11/24 20:32
3820,经典之美 ? 复刻《西游记》剧集里的十大女妖,朵朵花林,仿妆 中国风 服饰 美妆,时尚 穿搭,1382150,657738,137274,96007,41402,6371,5111,2637,267.3666667,0.099319177,0.06946207,0.029954781,0.004609485,139,2021/11/13 17:10,2021/11/24 20:32
3821,中国小伙向俄罗斯女友正式求婚 女友含泪说出：我愿意,贝加尔阿楠,定格身边的小美好,生活 日常,5003668,236911,461736,372241,72639,5114,13079,6135,291.3,0.092279504,0.074393625,0.01451715,0.00102205,139,2021/11/12 17:14,2021/11/24 20:32
3822,河南卫视：猎 杀 时 刻！！！,i鱿鱼Y,舞蹈悬赏企划第二期 民族舞 逆水寒 古典舞 中国舞 中国风,舞蹈 中国舞,4577028,3614,374799,108497,70967,11413,7843,5773,261.4833333,0.08188698,0.023704683,0.01550504,0.002493539,139,2021/11/13 23:04,2021/11/24 20:33
3823,这玩意凭什么卖这么贵！！！！！,麟宣森,秋冬厨房大作战 泡面 烹饪 家常菜 美食,美食 美食制作,3962201,1556856,427530,424477,66741,9964,9637,3150,290.3833333,0.107902148,0.107131617,0.016844426,0.002514764,139,2021/11/12 18:10,2021/11/24 20:33
3824,我被禁言了,杜海皇,搞笑,生活 搞笑,2661639,2311160,333698,140676,57326,16935,10357,4184,246.6166667,0.125373125,0.052853148,0.021537857,0.006362621,139,2021/11/14 13:56,2021/11/24 20:33
3825,【爆肝十天！】S 1 1 总 决 赛 删 减 画 面,已逝昨天,英雄联盟S11 EDG 英雄联盟 搞笑,游戏 电子竞技,1948378,8602,192161,121888,41022,28106,1860,2145,177.75,0.098626139,0.062558703,0.021054436,0.014425332,139,2021/11/17 10:48,2021/11/24 20:33
3826,承包了半个娱乐圈的路边摊，竟然只要十块钱？【就得这么晚ep-03耳光馄饨】,王师傅和小毛毛,星级探店日记 夜宵 街头美食 探店 美食,美食 美食侦探,1612942,1016676,166645,74505,16067,8105,11078,3270,176.4666667,0.103317416,0.04619199,0.009961301,0.005024979,139,2021/11/17 12:05,2021/11/24 20:33
3827,前方高能！《孤勇者》女声版 超A燃炸！！,祖娅纳惜,陈奕迅 EDG 开口跪 虚拟UP主 翻唱 英雄联盟,音乐 翻唱,3617744,1803239,282654,291005,171865,51935,7130,9859,149.6,0.078129906,0.080438251,0.047506125,0.014355632,139,2021/11/18 14:57,2021/11/24 20:33
3828,你们画画居然还用笔?,於音,国王排名 手绘 绘画,生活 绘画,1309125,112396,111446,33995,17601,7744,2079,1717,276.55,0.085130144,0.025967727,0.013444858,0.005915402,139,2021/11/13 8:00,2021/11/24 20:33
3829,可爱的羊巴鲁 King Vader来了！,King_Vader,鬼畜调教 鬼畜 搞笑,生活 搞笑,4187242,486962,479940,50135,48302,19623,3644,5433,171.55,0.114619599,0.011973275,0.011535517,0.004686378,139,2021/11/17 17:00,2021/11/24 20:33
3830,【我怎么才能让你相信国创动画】,星有野,,,2384791,2060557,253217,112347,42349,8076,6471,5374,1068596.55,0.106179955,0.047109789,0.01775795,0.00338646,139,,2021/11/24 20:33
3831,不是吧，情侣也能玩这个？？？,宝剑嫂,搞笑,生活 搞笑,1475246,3903838,203739,79302,24620,3730,9434,3056,170.55,0.138105102,0.053755103,0.016688742,0.002528392,139,2021/11/17 18:00,2021/11/24 20:33
3832,万众期待斗地主！终于不用再写血书了！【MayTree五月树】,MayTree五月树,全能音乐挑战赛 阿卡贝拉 欢乐斗地主 斗地主 翻唱,音乐 翻唱,3639244,1837285,353901,159528,43126,13951,4006,5288,291.55,0.097245747,0.043835478,0.011850263,0.003833488,139,2021/11/12 17:00,2021/11/24 20:33
3833,野生“傻”狍子过马路，好奇了看车灯，路滑，把腿劈了。救助了一晚上！,长白山老万,动物观察局,动物圈 野生动物,2809484,345554,178777,20062,14049,8097,10035,5012,291.2833333,0.063633393,0.007140813,0.005000562,0.002882024,139,2021/11/12 17:17,2021/11/24 20:34
3834,谁说这是魔法？这是科学！,画渣不渣-HZ,汽车 绘画 手工 DIY,生活 绘画,5730509,927552,445880,16409,39417,2254,2228,1502,217.7166667,0.077808097,0.002863445,0.006878447,0.000393333,139,2021/11/15 18:51,2021/11/24 20:34
3835,史上最离谱主题曲！我们居然写了首《蹭饭之歌》,力元君,周淑怡,音乐 MV,2508765,3549179,384442,175647,56051,9718,14060,11860,273.4833333,0.153239542,0.070013333,0.022342069,0.003873619,139,2021/11/13 11:05,2021/11/24 20:34
3836,【B站首发】只靠听觉的恐怖互动视频！你能帮助盲眼少女逃离吗？（完整版）,水滴酱,互动视频,游戏 单机游戏,1430380,43294,135768,58044,138041,20324,38135,3646,310.25,0.094917435,0.040579426,0.096506523,0.014208812,139,2021/11/11 22:19,2021/11/24 20:34
3837,睚 眦 必 报 ，借 鸡 杀 人 ！,导演小策,永劫无间,生活 搞笑,2371840,2595325,228857,177536,34162,17969,20473,5451,289.8,0.096489224,0.074851592,0.014403164,0.007575975,139,2021/11/12 18:46,2021/11/24 20:34
3838,《原神》长安姑娘「醉酒当歌，思故人」,-TS映画-,原神UP主激励计划 手书 原神,动画 短片·手书·配音,1378226,737766,170465,138734,90526,23511,3115,7550,152.5666667,0.123684359,0.100661285,0.065682987,0.017058886,139,2021/11/18 12:00,2021/11/24 20:34
3839,华农兄弟：最近搞脐橙比较辛苦，邀兄弟来宰猪，给大家做顿好吃的,华农兄弟,美食,美食 田园美食,2050191,6477991,165514,36316,5806,3365,18123,3968,177.0666667,0.080731015,0.017713472,0.002831931,0.00164131,139,2021/11/17 11:30,2021/11/24 20:34
3840,谁 是 喝 奶 王（原创rap）,hanser,原创歌曲 虚拟UP主 RAP,音乐 原创音乐,1359743,2900338,139767,99255,75301,21312,1495,2807,146.5666667,0.102789277,0.072995412,0.055378847,0.01567355,139,2021/11/18 18:00,2021/11/24 20:34
3841,究极懒人包！解压爽番一口气推荐！保你看到爽完为止,瓶子君152,动漫杂谈,动画 综合,1588253,3199820,94971,23684,33952,1783,6416,4224,219.5666667,0.059795889,0.014911982,0.021376947,0.001122617,139,2021/11/15 17:00,2021/11/24 20:34
3842,【罗汉鬼套路】LOL偷钱回归！一个躺着赚钱的套路~,罗汉解说,英雄联盟S11 英雄联盟 搞笑,游戏 电子竞技,2134580,2665536,155466,43421,12555,6924,3748,1971,200.5166667,0.072832126,0.020341707,0.005881719,0.003243729,139,2021/11/16 12:03,2021/11/24 20:34
3843,假 如 直 播 间 说 的 是 真 话,胖家军-陈胖胖,搞笑 必剪创作,生活 搞笑,2912165,718395,261411,59407,20164,7072,6802,3004,248.5,0.089765175,0.0203996,0.006924058,0.002428434,139,2021/11/14 12:05,2021/11/24 20:35
3844,花4000块找人做了一堆BUG的游戏？,黑镖客梦回,游戏知识分享官 搞笑 单机游戏,游戏 单机游戏,2098750,3783419,199982,99924,31640,3382,12554,3060,152.5833333,0.095286242,0.047611197,0.01507564,0.001611435,139,2021/11/18 12:00,2021/11/24 20:35
3845,离大谱！这玩意看得我一愣一愣得【阅片无数Ⅱ 27】,凉风Kaze,阅片无数 沙雕新闻 王冰冰 搞笑,生活 搞笑,1775982,8203056,187085,32492,11882,2787,7192,3440,166.5833333,0.105341721,0.01829523,0.006690383,0.001569273,139,2021/11/17 22:00,2021/11/24 20:35
3846,1个细节，拿捏马丁靴的搭配奥秘，怎么穿都好看！,怪力老陈,服饰,时尚 穿搭,2893023,885249,189384,14670,55873,9386,2040,1982,459.0833333,0.065462321,0.00507082,0.019313016,0.003244357,139,2021/11/5 17:30,2021/11/24 20:35
3847,蜜 雪 真 冰 城,十五的月亮廿九圆,全能音乐挑战赛 冰雪奇缘 演奏,音乐 演奏,4503733,204369,377527,43586,47845,19739,1698,4468,290.5833333,0.083825351,0.00967775,0.01062341,0.004382809,139,2021/11/12 18:00,2021/11/24 20:35
3848,这才是《孤勇者》原版MV,樱木君QAQ,英雄联盟S11 陈奕迅 英雄联盟 搞笑,音乐 MV,1860592,3580,160358,118801,51530,22361,2556,2469,212.5,0.086186547,0.063851183,0.027695486,0.012018218,139,2021/11/16 0:05,2021/11/24 20:35
3849,迫 击 炮 教 学 ！ 【迫击炮快乐阴人流#1】,鲁大能,游戏知识分享官 吃鸡 搞笑,游戏 网络游戏,1669958,1961865,211045,164261,54655,7853,23071,2722,272.4833333,0.12637743,0.098362354,0.032728368,0.004702513,139,2021/11/13 12:06,2021/11/24 20:35
3850,来长沙吃美食，看帅小伙这个就够了!,记录生活的蛋黄派,星级探店日记 街头美食 探店 吃货 美食,美食 美食侦探,2482297,6754007,331681,111985,26948,4717,11675,3639,291.0833333,0.13361858,0.045113457,0.010856074,0.001900256,139,2021/11/12 17:30,2021/11/24 20:35
3851,恐 怖 游 轮,徐大虾咯,独立游戏 搞笑 单机游戏,游戏 单机游戏,1720764,7108522,189079,54592,21089,1521,19833,2247,170.3333333,0.109880844,0.031725443,0.012255603,0.00088391,139,2021/11/17 18:15,2021/11/24 20:35
3852,学了十年代码写的《狂扁小朋友》,M木糖M,万物皆可游戏 小游戏 搞笑,游戏 单机游戏,6739311,1480912,715444,259236,102613,28516,13402,5119,213.4030556,0.106159814,0.038466247,0.015226037,0.004231293,140,2021/11/20 11:20,2021/11/29 8:44
3853,就离谱！怎么会这样啊？给我看傻了！,未名柒柒,最甜安利王·经典爷青回 蒋欣 搞笑,影视 影视剪辑,5450175,50447,487089,139334,115031,184111,8704,9530,228.3219444,0.089371259,0.025565051,0.021105928,0.03378075,140,2021/11/19 20:25,2021/11/29 8:44
3854,说 唱 薪 逝 贷,自动鬼畜中的WZ,鬼畜星探企划 RAP 鬼畜调教 鬼畜 搞笑,鬼畜 鬼畜调教,5886064,595041,442466,119566,140395,52299,13989,2842,231.2408333,0.075171796,0.020313405,0.023852102,0.008885224,140,2021/11/19 17:30,2021/11/29 8:44
3855,史上最离谱随机挑战！蹭饭名人堂大团圆了！【番外篇2】,雨哥到处跑,周淑怡,生活 搞笑,3862283,2479958,532653,326115,80425,8950,49281,6984,213.6566667,0.137911437,0.084435812,0.020823176,0.002317282,140,2021/11/20 11:05,2021/11/29 8:44
3856,总是胡思乱想、心累、焦虑？如何停止精神内耗？,杨真直,知识分享官 心理学 考试,知识 校园学习,1996859,1489697,160202,98276,136507,38541,10525,4758,206.6625,0.080226996,0.049215293,0.068360861,0.019300812,140,2021/11/20 18:04,2021/11/29 8:44
3857,我 今 年 最 开 心 的 视 频,啊吗粽,年底情感回忆杀 情侣 搞笑,生活 日常,3411966,4129382,453974,327801,82390,27481,33765,6639,213.7627778,0.133053495,0.096073935,0.024147368,0.008054301,140,2021/11/20 10:58,2021/11/29 8:44
3858,3年前拍的烧烤小店，生意爆火，老板反倒叫我赔钱？,盗月社食遇记,创作加成计划 美食纪 夜宵 烧烤 美食 搞笑,美食 美食侦探,2400977,6319995,194564,80171,20512,9247,10423,4592,110.5358333,0.081035345,0.03339099,0.008543189,0.003851349,140,2021/11/24 18:12,2021/11/29 8:44
3859,社死现场，我同事发现了我的B站账号,隔壁公司的傻狗,萌宠星探官 喵星人 萌宠,动物圈 喵星人,1238100,56576,123172,1070,6344,1272,382,2059,202.8125,0.099484694,0.000864227,0.00512398,0.001027381,140,2021/11/20 21:55,2021/11/29 8:44
3860,应广发粉丝的要求，印度晚上街头走一走，闲聊几句！,刘庸干净又卫生,,生活 日常,2655866,1690252,206472,82733,17935,11110,30906,12056,117.7416667,0.077741874,0.031151045,0.006752976,0.004183193,140,2021/11/24 11:00,2021/11/29 8:44
3861,不想努力时就来看看宝拉学姐【我们会在腐朽的日子里光芒万丈】,萌不咕,最甜安利王·经典爷青回 考研 韩剧 考试 影视剪辑,影视 影视剪辑,2181190,46942,181188,76055,154310,19393,8656,2691,134.8105556,0.083068417,0.034868581,0.070745786,0.008891018,140,2021/11/23 17:55,2021/11/29 8:44
3862,“我的婚礼 是我最悲惨的一天”,越秀区王祖贤,创作加成计划 穿搭 潮流 服饰,时尚 时尚潮流,1652015,1988,196374,1257,29967,454,400,701,309.7566667,0.118869381,0.000760889,0.018139666,0.000274816,140,2021/11/16 10:59,2021/11/29 8:44
3863,我在第一次见面的地方向她求婚了,歪果仁研究协会,年底情感回忆杀 情侣,生活 日常,1428025,4050740,242120,266073,34242,5998,19237,9462,132.4002778,0.169548852,0.186322368,0.023978572,0.004200207,140,2021/11/23 20:20,2021/11/29 8:44
3864,先 礼 后 兵  ，乱 世 大 鹅 ！,导演小策,永劫无间 广场舞 农村 搞笑,生活 搞笑,2153602,2608382,233832,175259,29667,11220,21207,4436,182.7397222,0.108577165,0.081379475,0.013775526,0.005209876,140,2021/11/21 18:00,2021/11/29 8:44
3865,如何做一个“内心强大”的人？,papi酱,搞笑,生活 搞笑,1737694,6867800,213567,63562,20630,16539,4731,3190,110.7394444,0.122902536,0.036578362,0.011872056,0.009517786,140,2021/11/24 18:00,2021/11/29 8:44
3866,史上最离谱随机挑战！他们终于回家吃饭了！【番外篇】,宝剑嫂,情侣 搞笑,生活 搞笑,4458304,3909618,802168,241153,61669,15853,28664,6784,237.6586111,0.179926717,0.054090748,0.01383239,0.003555836,140,2021/11/19 11:05,2021/11/29 8:44
3867,【全职高手】千机伞13种全形态等比例 ！！,海伦娜儿,手工,生活 手工,1239830,80481,137046,128107,46029,11461,2267,2936,224.9977778,0.110536122,0.103326262,0.037125251,0.009244009,140,2021/11/19 23:44,2021/11/29 8:44
3868,我们自己做的在线论文阅读神器ReadPaper【硕博科研学术文献综述必备】,同济子豪兄,,知识 校园学习,905401,113432,91152,83920,139348,14525,1080,2194,163.9552778,0.100675833,0.092688212,0.153907495,0.016042615,140,2021/11/22 12:47,2021/11/29 8:44
